,ENSEMBL_ID,HGNC
14639,ENSG00000188227,ZNF793
14640,ENSG00000081760,AACS
14641,ENSG00000105323,HNRNPUL1
14642,ENSG00000087274,ADD1
14643,ENSG00000188582,PAQR9
14644,ENSG00000081307,UBA5
14645,ENSG00000162009,SSTR5
14646,ENSG00000103449,SALL1
14647,ENSG00000180096,SEPTIN1
14648,ENSG00000178795,GDPD4
14649,ENSG00000257743,MGAM2
14650,ENSG00000232535,OR5H8
14651,ENSG00000115339,GALNT3
14652,ENSG00000163719,MTMR14
14653,ENSG00000158467,AHCYL2
14654,ENSG00000157322,CLEC18A
14655,ENSG00000110497,AMBRA1
14656,ENSG00000273079,GRIN2B
14657,ENSG00000168256,NKIRAS2
14658,ENSG00000123607,TTC21B
14659,ENSG00000143799,PARP1
14660,ENSG00000139233,LLPH
14661,ENSG00000090376,IRAK3
14662,ENSG00000267221,C17orf113
14663,ENSG00000108771,DHX58
14664,ENSG00000167562,ZNF701
14665,ENSG00000106346,USP42
14666,ENSG00000127311,HELB
14667,ENSG00000198046,ZNF667
14668,ENSG00000157368,IL34
14669,ENSG00000108773,KAT2A
14670,ENSG00000116176,TPSG1
14671,ENSG00000184160,ADRA2C
14672,ENSG00000164112,SMIM43
14673,ENSG00000103154,NECAB2
14674,ENSG00000105198,LGALS13
14675,ENSG00000154114,TBCEL
14676,ENSG00000149926,TLCD3B
14677,ENSG00000131849,ZNF132
14678,ENSG00000110911,SLC11A2
14679,ENSG00000105146,AURKC
14680,ENSG00000121716,PILRB
14681,ENSG00000109320,NFKB1
14682,ENSG00000113558,SKP1
14683,ENSG00000231192,OR5H1
14684,ENSG00000158864,NDUFS2
14685,ENSG00000236032,OR5H14
14686,ENSG00000260325,HSPB9
14687,ENSG00000230301,OR5H6
14688,ENSG00000170836,PPM1D
14689,ENSG00000140943,MBTPS1
14690,ENSG00000156983,BRPF1
14691,ENSG00000169393,ELSPBP1
14692,ENSG00000126464,PRR12
14693,ENSG00000050165,DKK3
14694,ENSG00000049540,ELN
14695,ENSG00000108557,RAI1
14696,ENSG00000197619,ZNF615
14697,ENSG00000155749,FLACC1
14698,ENSG00000001084,GCLC
14699,ENSG00000136478,TEX2
14700,ENSG00000113575,PPP2CA
14701,ENSG00000103035,PSMD7
14702,ENSG00000178222,RNF212
14703,ENSG00000115993,TRAK2
14704,ENSG00000197128,ZNF772
14705,ENSG00000273777,CEACAM20
14706,ENSG00000140839,CLEC18B
14707,ENSG00000156136,DCK
14708,ENSG00000011376,LARS2
14709,ENSG00000166435,XRRA1
14710,ENSG00000082146,STRADB
14711,ENSG00000128422,KRT17
14712,ENSG00000171970,ZNF57
14713,ENSG00000185245,GP1BA
14714,ENSG00000168646,AXIN2
14715,ENSG00000256771,ZNF253
14716,ENSG00000196436,NPIPB15
14717,ENSG00000177045,SIX5
14718,ENSG00000080493,SLC4A4
14719,ENSG00000124743,KLHL31
14720,ENSG00000140798,ABCC12
14721,ENSG00000204264,PSMB8
14722,ENSG00000161298,ZNF382
14723,ENSG00000155754,C2CD6
14724,ENSG00000197020,ZNF100
14725,ENSG00000139547,RDH16
14726,ENSG00000076604,TRAF4
14727,ENSG00000135392,DNAJC14
14728,ENSG00000178033,CALHM5
14729,ENSG00000007047,MARK4
14730,ENSG00000164451,CALHM4
14731,ENSG00000117450,PRDX1
14732,ENSG00000075089,ACTR6
14733,ENSG00000205084,TMEM231
14734,ENSG00000111832,RWDD1
14735,ENSG00000132780,NASP
14736,ENSG00000082126,MPP4
14737,ENSG00000131899,LLGL1
14738,ENSG00000144791,LIMD1
14739,ENSG00000103363,ELOB
14740,ENSG00000111834,RSPH4A
14741,ENSG00000173585,CCR9
14742,ENSG00000153975,ZUP1
14743,ENSG00000105048,TNNT1
14744,ENSG00000196911,KPNA5
14745,ENSG00000130779,CLIP1
14746,ENSG00000163823,CCR1
14747,ENSG00000103044,HAS3
14748,ENSG00000129167,TPH1
14749,ENSG00000121807,CCR2
14750,ENSG00000204414,CSHL1
14751,ENSG00000121797,CCRL2
14752,ENSG00000168802,CHTF8
14753,ENSG00000283473,FAM240A
14754,ENSG00000173578,XCR1
14755,ENSG00000183625,CCR3
14756,ENSG00000204351,SKIV2L
14757,ENSG00000141338,ABCA8
14758,ENSG00000168959,GRM5
14759,ENSG00000012223,LTF
14760,ENSG00000286140,DERPC
14761,ENSG00000198736,MSRB1
14762,ENSG00000140986,RPL3L
14763,ENSG00000140990,NDUFB10
14764,ENSG00000175224,ATG13
14765,ENSG00000140988,RPS2
14766,ENSG00000145321,GC
14767,ENSG00000159588,CCDC17
14768,ENSG00000138395,CDK15
14769,ENSG00000168772,CXXC4
14770,ENSG00000186352,ANKRD37
14771,ENSG00000277399,GPR179
14772,ENSG00000109775,UFSP2
14773,ENSG00000159592,GPBP1L1
14774,ENSG00000154217,PITPNC1
14775,ENSG00000163825,RTP3
14776,ENSG00000163827,LRRC2
14777,ENSG00000179580,RNF151
14778,ENSG00000183751,TBL3
14779,ENSG00000111728,ST8SIA1
14780,ENSG00000186994,KANK3
14781,ENSG00000108932,SLC16A6
14782,ENSG00000159596,TMEM69
14783,ENSG00000205129,C4orf47
14784,ENSG00000163703,CRELD1
14785,ENSG00000143570,SLC39A1
14786,ENSG00000006740,ARHGAP44
14787,ENSG00000196387,ZNF140
14788,ENSG00000168491,CCDC110
14789,ENSG00000105357,MYH14
14790,ENSG00000074590,NUAK1
14791,ENSG00000143774,GUK1
14792,ENSG00000003393,ALS2
14793,ENSG00000121749,TBC1D15
14794,ENSG00000146285,SCML4
14795,ENSG00000133816,MICAL2
14796,ENSG00000196408,NOXO1
14797,ENSG00000154553,PDLIM3
14798,ENSG00000025796,SEC63
14799,ENSG00000127561,SYNGR3
14800,ENSG00000174238,PITPNA
14801,ENSG00000146263,MMS22L
14802,ENSG00000183971,NPW
14803,ENSG00000065054,SLC9A3R2
14804,ENSG00000169851,PCDH7
14805,ENSG00000164342,TLR3
14806,ENSG00000176974,SHMT1
14807,ENSG00000187166,H1-7
14808,ENSG00000154556,SORBS2
14809,ENSG00000186908,ZDHHC17
14810,ENSG00000204498,NFKBIL1
14811,ENSG00000166926,MS4A6E
14812,ENSG00000126500,FLRT1
14813,ENSG00000065057,NTHL1
14814,ENSG00000150433,TMEM218
14815,ENSG00000146192,FGD2
14816,ENSG00000167962,ZNF598
14817,ENSG00000172789,HOXC5
14818,ENSG00000089163,SIRT4
14819,ENSG00000179615,OR2AP1
14820,ENSG00000179695,OR6C2
14821,ENSG00000139289,PHLDA1
14822,ENSG00000091536,MYO15A
14823,ENSG00000120820,GLT8D2
14824,ENSG00000118503,TNFAIP3
14825,ENSG00000111052,LIN7A
14826,ENSG00000110693,SOX6
14827,ENSG00000103197,TSC2
14828,ENSG00000169976,SF3B5
14829,ENSG00000135604,STX11
14830,ENSG00000204314,PRRT1
14831,ENSG00000214700,C12orf71
14832,ENSG00000261308,FIGNL2
14833,ENSG00000214029,ZNF891
14834,ENSG00000083812,ZNF324
14835,ENSG00000150977,RILPL2
14836,ENSG00000060237,WNK1
14837,ENSG00000120265,PCMT1
14838,ENSG00000132170,PPARG
14839,ENSG00000196267,ZNF836
14840,ENSG00000089335,ZNF302
14841,ENSG00000083097,DOP1A
14842,ENSG00000142864,SERBP1
14843,ENSG00000180988,OR52N2
14844,ENSG00000137491,SLCO2B1
14845,ENSG00000169299,PGM2
14846,ENSG00000204514,ZNF814
14847,ENSG00000198160,MIER1
14848,ENSG00000258890,CEP95
14849,ENSG00000105472,CLEC11A
14850,ENSG00000160460,SPTBN4
14851,ENSG00000250254,PTTG2
14852,ENSG00000135605,TEC
14853,ENSG00000063015,SEZ6
14854,ENSG00000013392,RWDD2A
14855,ENSG00000204344,STK19
14856,ENSG00000111490,TBC1D30
14857,ENSG00000074966,TXK
14858,ENSG00000261594,TPBGL
14859,ENSG00000120798,NR2C1
14860,ENSG00000109689,STIM2
14861,ENSG00000137486,ARRB1
14862,ENSG00000068097,HEATR6
14863,ENSG00000214300,SPDYE3
14864,ENSG00000135250,SRPK2
14865,ENSG00000167468,GPX4
14866,ENSG00000162426,SLC45A1
14867,ENSG00000204267,TAP2
14868,ENSG00000117245,KIF17
14869,ENSG00000272886,DCP1A
14870,ENSG00000184752,NDUFA12
14871,ENSG00000068903,SIRT2
14872,ENSG00000008294,SPAG9
14873,ENSG00000016391,CHDH
14874,ENSG00000149243,KLHL35
14875,ENSG00000022840,RNF10
14876,ENSG00000056736,IL17RB
14877,ENSG00000064309,CDON
14878,ENSG00000188295,ZNF669
14879,ENSG00000173678,SPDYE2B
14880,ENSG00000169905,TOR1AIP2
14881,ENSG00000170092,SPDYE5
14882,ENSG00000065882,TBC1D1
14883,ENSG00000262461,SPDYE9
14884,ENSG00000275976,SPDYE11
14885,ENSG00000286038,SPDYE13
14886,ENSG00000286014,SPDYE15
14887,ENSG00000185040,SPDYE16
14888,ENSG00000168394,TAP1
14889,ENSG00000113812,ACTR8
14890,ENSG00000116750,UCHL5
14891,ENSG00000186645,SPDYE17
14892,ENSG00000205482,SPDYE18
14893,ENSG00000136206,SPDYE1
14894,ENSG00000106290,TAF6
14895,ENSG00000144554,FANCD2
14896,ENSG00000075415,SLC25A3
14897,ENSG00000135535,CD164
14898,ENSG00000110700,RPS13
14899,ENSG00000105136,ZNF419
14900,ENSG00000011405,PIK3C2A
14901,ENSG00000138750,NUP54
14902,ENSG00000104783,KCNN4
14903,ENSG00000120868,APAF1
14904,ENSG00000185250,PPIL6
14905,ENSG00000109184,DCUN1D4
14906,ENSG00000198453,ZNF568
14907,ENSG00000110011,DNAJC4
14908,ENSG00000018510,AGPS
14909,ENSG00000167182,SP2
14910,ENSG00000235169,SMIM1
14911,ENSG00000108852,MPP2
14912,ENSG00000114279,FGF12
14913,ENSG00000213967,ZNF726
14914,ENSG00000116514,RNF19B
14915,ENSG00000156603,MED19
14916,ENSG00000135587,SMPD2
14917,ENSG00000188171,ZNF626
14918,ENSG00000135596,MICAL1
14919,ENSG00000130518,IQCN
14920,ENSG00000172425,TTC36
14921,ENSG00000176532,PRR15
14922,ENSG00000114491,UMPS
14923,ENSG00000162419,GMEB1
14924,ENSG00000149582,TMEM25
14925,ENSG00000213973,ZNF99
14926,ENSG00000197808,ZNF461
14927,ENSG00000164532,TBX20
14928,ENSG00000154222,CC2D1B
14929,ENSG00000263001,GTF2I
14930,ENSG00000115286,NDUFS7
14931,ENSG00000138092,CENPO
14932,ENSG00000188993,LRRC66
14933,ENSG00000163069,SGCB
14934,ENSG00000115137,DNAJC27
14935,ENSG00000082781,ITGB5
14936,ENSG00000163071,SPATA18
14937,ENSG00000173406,DAB1
14938,ENSG00000179299,NSUN7
14939,ENSG00000138031,ADCY3
14940,ENSG00000197147,LRRC8B
14941,ENSG00000189195,BTBD8
14942,ENSG00000112365,ZBTB24
14943,ENSG00000173702,MUC13
14944,ENSG00000272395,IFNL4
14945,ENSG00000087088,BAX
14946,ENSG00000013375,PGM3
14947,ENSG00000058673,ZC3H11A
14948,ENSG00000163697,APBB2
14949,ENSG00000136068,FLNB
14950,ENSG00000118096,IFT46
14951,ENSG00000136709,WDR33
14952,ENSG00000204869,IGFL4
14953,ENSG00000131467,PSME3
14954,ENSG00000188293,IGFL1
14955,ENSG00000182315,MBD3L3
14956,ENSG00000196218,RYR1
14957,ENSG00000173349,SFT2D3
14958,ENSG00000144231,POLR2D
14959,ENSG00000136715,SAP130
14960,ENSG00000197658,SLC22A24
14961,ENSG00000198851,CD3E
14962,ENSG00000131236,CAP1
14963,ENSG00000174109,C16orf91
14964,ENSG00000243649,CFB
14965,ENSG00000284395,PERCC1
14966,ENSG00000118058,KMT2A
14967,ENSG00000197599,CCDC154
14968,ENSG00000125637,PSD4
14969,ENSG00000111269,CREBL2
14970,ENSG00000183150,GPR19
14971,ENSG00000141027,NCOR1
14972,ENSG00000140750,ARHGAP17
14973,ENSG00000178878,APOLD1
14974,ENSG00000228789,HCG22
14975,ENSG00000213782,DDX47
14976,ENSG00000112473,SLC39A7
14977,ENSG00000112695,COX7A2
14978,ENSG00000204296,TSBP1
14979,ENSG00000125618,PAX8
14980,ENSG00000135100,HNF1A
14981,ENSG00000103018,CYB5B
14982,ENSG00000154277,UCHL1
14983,ENSG00000097021,ACOT7
14984,ENSG00000158865,SLC5A11
14985,ENSG00000196275,GTF2IRD2
14986,ENSG00000224420,ADM5
14987,ENSG00000275395,FCGBP
14988,ENSG00000181652,ATG9B
14989,ENSG00000143337,TOR1AIP1
14990,ENSG00000143947,RPS27A
14991,ENSG00000161681,SHANK1
14992,ENSG00000164900,GBX1
14993,ENSG00000248767,FOXL3
14994,ENSG00000127922,SEM1
14995,ENSG00000174437,ATP2A2
14996,ENSG00000169955,ZNF747
14997,ENSG00000198203,SULT1C2
14998,ENSG00000185716,MOSMO
14999,ENSG00000135365,PHF21A
15000,ENSG00000175267,VWA3A
15001,ENSG00000081870,HSPB11
15002,ENSG00000173852,DPY19L1
15003,ENSG00000145949,MYLK4
15004,ENSG00000181733,OR2Z1
15005,ENSG00000170923,OR7G2
15006,ENSG00000145349,CAMK2D
15007,ENSG00000176695,OR4F17
15008,ENSG00000079689,SCGN
15009,ENSG00000186567,CEACAM19
15010,ENSG00000133216,EPHB2
15011,ENSG00000105989,WNT2
15012,ENSG00000164508,H2AC1
15013,ENSG00000146047,H2BC1
15014,ENSG00000204866,IGFL2
15015,ENSG00000124562,SNRPC
15016,ENSG00000183921,SDR42E2
15017,ENSG00000103319,EEF2K
15018,ENSG00000154438,ASZ1
15019,ENSG00000198075,SULT1C4
15020,ENSG00000187135,VSTM2B
15021,ENSG00000065060,UHRF1BP1
15022,ENSG00000141854,MISP3
15023,ENSG00000170948,MBD3L1
15024,ENSG00000170473,PYM1
15025,ENSG00000135945,REV1
15026,ENSG00000105737,GRIK5
15027,ENSG00000185664,PMEL
15028,ENSG00000064999,ANKS1A
15029,ENSG00000197302,KRBOX5
15030,ENSG00000160145,KALRN
15031,ENSG00000143183,TMCO1
15032,ENSG00000077063,CTTNBP2
15033,ENSG00000214872,SMTNL1
15034,ENSG00000232268,OR52I1
15035,ENSG00000167346,MMP26
15036,ENSG00000161980,POLR3K
15037,ENSG00000161981,SNRNP25
15038,ENSG00000176922,OR51S1
15039,ENSG00000141562,NARF
15040,ENSG00000110076,NRXN2
15041,ENSG00000072071,ADGRL1
15042,ENSG00000103152,MPG
15043,ENSG00000248333,CDK11B
15044,ENSG00000124678,TCP11
15045,ENSG00000149932,TMEM219
15046,ENSG00000033100,CHPF2
15047,ENSG00000196604,POTEF
15048,ENSG00000064835,POU1F1
15049,ENSG00000015413,DPEP1
15050,ENSG00000160991,ORAI2
15051,ENSG00000131864,USP29
15052,ENSG00000177483,RBM44
15053,ENSG00000132017,DCAF15
15054,ENSG00000123374,CDK2
15055,ENSG00000269526,ERVV-1
15056,ENSG00000048052,HDAC9
15057,ENSG00000173559,NABP1
15058,ENSG00000077009,NMRK2
15059,ENSG00000166669,ATF7IP2
15060,ENSG00000114547,ROPN1B
15061,ENSG00000173572,NLRP13
15062,ENSG00000074660,SCARF1
15063,ENSG00000182566,CLEC4G
15064,ENSG00000173401,GLIPR1L1
15065,ENSG00000051341,POLQ
15066,ENSG00000133895,MEN1
15067,ENSG00000180481,GLIPR1L2
15068,ENSG00000011332,DPF1
15069,ENSG00000139278,GLIPR1
15070,ENSG00000186103,ARGFX
15071,ENSG00000168497,CAVIN2
15072,ENSG00000163833,FBXO40
15073,ENSG00000163017,ACTG2
15074,ENSG00000134077,THUMPD3
15075,ENSG00000140853,NLRC5
15076,ENSG00000008838,MED24
15077,ENSG00000111615,KRR1
15078,ENSG00000156959,LHFPL4
15079,ENSG00000068028,RASSF1
15080,ENSG00000114956,DGUOK
15081,ENSG00000179626,OR6C4
15082,ENSG00000156689,GLYATL2
15083,ENSG00000152936,LMNTD1
15084,ENSG00000173465,ZNRD2
15085,ENSG00000187605,TET3
15086,ENSG00000176973,FAM89B
15087,ENSG00000173442,EHBP1L1
15088,ENSG00000198380,GFPT1
15089,ENSG00000096092,TMEM14A
15090,ENSG00000244067,GSTA2
15091,ENSG00000099337,KCNK6
15092,ENSG00000053524,MCF2L2
15093,ENSG00000065361,ERBB3
15094,ENSG00000187556,NANOS3
15095,ENSG00000197442,MAP3K5
15096,ENSG00000132016,BRME1
15097,ENSG00000173338,KCNK7
15098,ENSG00000130270,ATP8B3
15099,ENSG00000162390,ACOT11
15100,ENSG00000173327,MAP3K11
15101,ENSG00000274570,SPDYE10
15102,ENSG00000164647,STEAP1
15103,ENSG00000023892,DEF6
15104,ENSG00000157214,STEAP2
15105,ENSG00000112039,FANCE
15106,ENSG00000117448,AKR1A1
15107,ENSG00000115977,AAK1
15108,ENSG00000232810,TNF
15109,ENSG00000197136,PCNX3
15110,ENSG00000131943,C19orf12
15111,ENSG00000112333,NR2E1
15112,ENSG00000197110,IFNL3
15113,ENSG00000196453,ZNF777
15114,ENSG00000162687,KCNT2
15115,ENSG00000214706,IFRD2
15116,ENSG00000181220,ZNF746
15117,ENSG00000214046,SMIM7
15118,ENSG00000213445,SIPA1
15119,ENSG00000155393,HEATR3
15120,ENSG00000072657,TRHDE
15121,ENSG00000135999,EPC2
15122,ENSG00000135248,GARIN1B
15123,ENSG00000112335,SNX3
15124,ENSG00000232258,TMEM114
15125,ENSG00000184922,FMNL1
15126,ENSG00000081087,OSTM1
15127,ENSG00000103034,NDRG4
15128,ENSG00000152601,MBNL1
15129,ENSG00000004799,PDK4
15130,ENSG00000187857,OR6C75
15131,ENSG00000168280,KIF5C
15132,ENSG00000214787,MS4A4E
15133,ENSG00000185821,OR6C76
15134,ENSG00000188324,OR6C6
15135,ENSG00000139223,ANP32D
15136,ENSG00000177627,C12orf54
15137,ENSG00000158560,DYNC1I1
15138,ENSG00000168056,LTBP3
15139,ENSG00000244731,C4A
15140,ENSG00000167531,LALBA
15141,ENSG00000123307,NEUROD4
15142,ENSG00000108641,B9D1
15143,ENSG00000170605,OR9K2
15144,ENSG00000071127,WDR1
15145,ENSG00000111266,DUSP16
15146,ENSG00000072954,TMEM38A
15147,ENSG00000099822,HCN2
15148,ENSG00000013588,GPRC5A
15149,ENSG00000099821,POLRMT
15150,ENSG00000013583,HEBP1
15151,ENSG00000143387,CTSK
15152,ENSG00000180219,GARIN6
15153,ENSG00000181929,PRKAG1
15154,ENSG00000175711,B3GNTL1
15155,ENSG00000159023,EPB41
15156,ENSG00000150556,LYPD6B
15157,ENSG00000070388,FGF22
15158,ENSG00000070423,RNF126
15159,ENSG00000185619,PCGF3
15160,ENSG00000163515,RETNLB
15161,ENSG00000231861,OR5K2
15162,ENSG00000144671,SLC22A14
15163,ENSG00000187123,LYPD6
15164,ENSG00000070404,FSTL3
15165,ENSG00000180616,SSTR2
15166,ENSG00000166685,COG1
15167,ENSG00000168288,MMADHC
15168,ENSG00000170044,ZPLD1
15169,ENSG00000183303,OR5P2
15170,ENSG00000130173,ANGPTL8
15171,ENSG00000260097,SPDYE6
15172,ENSG00000168040,FADD
15173,ENSG00000171209,CSN3
15174,ENSG00000130167,TSPAN16
15175,ENSG00000188186,LAMTOR4
15176,ENSG00000141219,C17orf80
15177,ENSG00000283703,VSIG10L2
15178,ENSG00000225526,MKRN2OS
15179,ENSG00000168477,TNXB
15180,ENSG00000229924,FAM90A26
15181,ENSG00000131620,ANO1
15182,ENSG00000111276,CDKN1B
15183,ENSG00000189099,PRSS48
15184,ENSG00000171148,TADA3
15185,ENSG00000229894,GK3P
15186,ENSG00000089248,ERP29
15187,ENSG00000135272,MDFIC
15188,ENSG00000168421,RHOH
15189,ENSG00000105514,RAB3D
15190,ENSG00000187959,CPSF4L
15191,ENSG00000175701,MTLN
15192,ENSG00000289604,CTAGE8
15193,ENSG00000135253,KCP
15194,ENSG00000144115,THNSL2
15195,ENSG00000105246,EBI3
15196,ENSG00000179604,CDC42EP4
15197,ENSG00000144644,GADL1
15198,ENSG00000111300,NAA25
15199,ENSG00000133193,FAM104A
15200,ENSG00000132003,ZSWIM4
15201,ENSG00000172969,FRG2C
15202,ENSG00000150995,ITPR1
15203,ENSG00000089847,ANKRD24
15204,ENSG00000164305,CASP3
15205,ENSG00000035862,TIMP2
15206,ENSG00000273520,SPDYE8
15207,ENSG00000146857,STRA8
15208,ENSG00000176204,LRRTM4
15209,ENSG00000275572,GRIFIN
15210,ENSG00000005075,POLR2J
15211,ENSG00000115963,RND3
15212,ENSG00000221866,PLXNA4
15213,ENSG00000178404,CEP295NL
15214,ENSG00000118363,SPCS2
15215,ENSG00000183077,AFMID
15216,ENSG00000231925,TAPBP
15217,ENSG00000135148,TRAFD1
15218,ENSG00000155760,FZD7
15219,ENSG00000288784,CTAGE4
15220,ENSG00000115970,THADA
15221,ENSG00000288920,RPSAP58
15222,ENSG00000110203,FOLR3
15223,ENSG00000176547,OR4C3
15224,ENSG00000160613,PCSK7
15225,ENSG00000164134,NAA15
15226,ENSG00000130309,COLGALT1
15227,ENSG00000212657,KRTAP16-1
15228,ENSG00000189051,RNF222
15229,ENSG00000187997,C17orf99
15230,ENSG00000173821,RNF213
15231,ENSG00000173064,HECTD4
15232,ENSG00000105426,PTPRS
15233,ENSG00000168807,SNTB2
15234,ENSG00000176953,NFATC2IP
15235,ENSG00000125650,PSPN
15236,ENSG00000088247,KHSRP
15237,ENSG00000056972,TRAF3IP2
15238,ENSG00000110367,DDX6
15239,ENSG00000218305,CDC14C
15240,ENSG00000198517,MAFK
15241,ENSG00000105520,PLPPR2
15242,ENSG00000164855,TMEM184A
15243,ENSG00000139178,C1RL
15244,ENSG00000214978,GSG1L2
15245,ENSG00000109016,DHRS7B
15246,ENSG00000130726,TRIM28
15247,ENSG00000157778,PSMG3
15248,ENSG00000165923,AGBL2
15249,ENSG00000225968,ELFN1
15250,ENSG00000111731,C2CD5
15251,ENSG00000128606,LRRC17
15252,ENSG00000183090,FREM3
15253,ENSG00000167699,GLOD4
15254,ENSG00000135346,CGA
15255,ENSG00000197465,GYPE
15256,ENSG00000222011,FAM185A
15257,ENSG00000112115,IL17A
15258,ENSG00000250361,GYPB
15259,ENSG00000140945,CDH13
15260,ENSG00000112118,MCM3
15261,ENSG00000095139,ARCN1
15262,ENSG00000161040,FBXL13
15263,ENSG00000183914,DNAH2
15264,ENSG00000166924,NYAP1
15265,ENSG00000115604,IL18R1
15266,ENSG00000130725,UBE2M
15267,ENSG00000149196,HIKESHI
15268,ENSG00000106351,AGFG2
15269,ENSG00000170180,GYPA
15270,ENSG00000112116,IL17F
15271,ENSG00000230989,HSBP1
15272,ENSG00000019169,MARCO
15273,ENSG00000135314,KHDC1
15274,ENSG00000130724,CHMP2A
15275,ENSG00000103544,VPS35L
15276,ENSG00000235118,FAM237A
15277,ENSG00000163046,ANKRD30BL
15278,ENSG00000167992,VWCE
15279,ENSG00000176256,HMGB4
15280,ENSG00000205307,SAP25
15281,ENSG00000137221,TJAP1
15282,ENSG00000183281,PLGLB1
15283,ENSG00000167676,PLIN4
15284,ENSG00000077454,LRCH4
15285,ENSG00000063169,BICRA
15286,ENSG00000142920,AZIN2
15287,ENSG00000133195,SLC39A11
15288,ENSG00000184924,PTRHD1
15289,ENSG00000162959,MEMO1
15290,ENSG00000126243,LRFN3
15291,ENSG00000137497,NUMA1
15292,ENSG00000205138,SDHAF1
15293,ENSG00000181392,SYNE4
15294,ENSG00000084090,STARD7
15295,ENSG00000170291,ELP5
15296,ENSG00000196126,HLA-DRB1
15297,ENSG00000185127,C6orf120
15298,ENSG00000203733,GJE1
15299,ENSG00000106336,FBXO24
15300,ENSG00000228727,SAPCD1
15301,ENSG00000028277,POU2F2
15302,ENSG00000204599,TRIM39
15303,ENSG00000116525,TRIM62
15304,ENSG00000003137,CYP26B1
15305,ENSG00000163131,CTSS
15306,ENSG00000261272,MUC22
15307,ENSG00000240053,LY6G5B
15308,ENSG00000134326,CMPK2
15309,ENSG00000283267,FAM237B
15310,ENSG00000146385,TAAR8
15311,ENSG00000237110,TAAR9
15312,ENSG00000204371,EHMT2
15313,ENSG00000241685,ARPC1A
15314,ENSG00000111241,FGF6
15315,ENSG00000175197,DDIT3
15316,ENSG00000183318,SPDYE4
15317,ENSG00000240344,PPIL3
15318,ENSG00000055483,USP36
15319,ENSG00000130429,ARPC1B
15320,ENSG00000196510,ANAPC7
15321,ENSG00000183814,LIN9
15322,ENSG00000164161,HHIP
15323,ENSG00000103550,KNOP1
15324,ENSG00000103540,CCP110
15325,ENSG00000115942,ORC2
15326,ENSG00000164162,ANAPC10
15327,ENSG00000181234,TMEM132C
15328,ENSG00000106244,PDAP1
15329,ENSG00000205328,OR6C65
15330,ENSG00000123395,ATG101
15331,ENSG00000106245,BUD31
15332,ENSG00000256660,CLEC12B
15333,ENSG00000172640,OR10AD1
15334,ENSG00000270647,TAF15
15335,ENSG00000255837,TAS2R20
15336,ENSG00000006576,PHTF2
15337,ENSG00000198673,TAFA2
15338,ENSG00000274764,PRAMEF27
15339,ENSG00000275774,HNRNPCL2
15340,ENSG00000179412,HNRNPCL4
15341,ENSG00000213516,RBMXL1
15342,ENSG00000119013,NDUFB3
15343,ENSG00000286105,TMEM217B
15344,ENSG00000167191,GPRC5B
15345,ENSG00000204052,LRRC73
15346,ENSG00000284730,TMDD1
15347,ENSG00000117226,GBP3
15348,ENSG00000126746,ZNF384
15349,ENSG00000204428,LY6G5C
15350,ENSG00000235272,RAMACL
15351,ENSG00000277075,H2AC8
15352,ENSG00000237988,OR2I1P
15353,ENSG00000124818,OPN5
15354,ENSG00000152527,PLEKHH2
15355,ENSG00000161944,ASGR2
15356,ENSG00000174628,IQCK
15357,ENSG00000164163,ABCE1
15358,ENSG00000239382,ALKBH6
15359,ENSG00000188994,ZNF292
15360,ENSG00000117228,GBP1
15361,ENSG00000102981,PARD6A
15362,ENSG00000146243,IRAK1BP1
15363,ENSG00000124074,ENKD1
15364,ENSG00000138036,DYNC2LI1
15365,ENSG00000131096,PYY
15366,ENSG00000130396,AFDN
15367,ENSG00000273604,EPOP
15368,ENSG00000162645,GBP2
15369,ENSG00000275023,MLLT6
15370,ENSG00000159761,C16orf86
15371,ENSG00000111181,SLC6A12
15372,ENSG00000141098,GFOD2
15373,ENSG00000213512,GBP7
15374,ENSG00000130159,ECSIT
15375,ENSG00000162654,GBP4
15376,ENSG00000277972,CISD3
15377,ENSG00000164164,OTUD4
15378,ENSG00000198156,NPIPB6
15379,ENSG00000277258,PCGF2
15380,ENSG00000126705,AHDC1
15381,ENSG00000179583,CIITA
15382,ENSG00000146834,MEPCE
15383,ENSG00000138075,ABCG5
15384,ENSG00000230358,SPDYE21
15385,ENSG00000127948,POR
15386,ENSG00000143921,ABCG8
15387,ENSG00000000938,FGR
15388,ENSG00000277791,PSMB3
15389,ENSG00000154928,EPHB1
15390,ENSG00000223658,C1GALT1C1L
15391,ENSG00000077348,EXOSC5
15392,ENSG00000138380,CARF
15393,ENSG00000156219,ART3
15394,ENSG00000276293,PIP4K2B
15395,ENSG00000183019,MCEMP1
15396,ENSG00000198324,PHETA1
15397,ENSG00000273559,CWC25
15398,ENSG00000123415,SMUG1
15399,ENSG00000142459,EVI5L
15400,ENSG00000047849,MAP4
15401,ENSG00000126709,IFI6
15402,ENSG00000275489,C17orf98
15403,ENSG00000173826,KCNH6
15404,ENSG00000110330,BIRC2
15405,ENSG00000066044,ELAVL1
15406,ENSG00000277058,HNRNPCL3
15407,ENSG00000082175,PGR
15408,ENSG00000137959,IFI44L
15409,ENSG00000130477,UNC13A
15410,ENSG00000084453,SLCO1A2
15411,ENSG00000136485,DCAF7
15412,ENSG00000146247,PHIP
15413,ENSG00000124406,ATP8A1
15414,ENSG00000174151,CYB561D1
15415,ENSG00000145012,LPP
